OBJECTID,ZCTA5,DDA_CODE,DDA_TYPE,DDA_NAME,Shape__Area,Shape__Length
1,,NCNTY10005N10005,NM,Sussex County,4162167169.41797,281558.212059385
2,,NCNTY05057N05057,NM,Hempstead County,2782421114.67578,302536.294203242
3,,NCNTY06091N06091,NM,Sierra County,4200253754.35156,369728.306421965
4,,NCNTY08067N08067,NM,La Plata County,6967342079.67969,368978.061032206
5,,NCNTY48287N48287,NM,Lee County,2211085319.69531,250511.466402851
6,,NCNTY22115N22115,NM,Vernon Parish,4750064324.35156,336059.54525475
7,,NCNTY30005N30005,NM,Blaine County,24919552116.6406,772135.121684421
8,,NCNTY30029N30029,NM,Flathead County,30735314082.6016,1162484.51838995
9,,NCNTY37055N37055,NM,Dare County,1609502765.67578,597032.177816994
10,,NCNTY37091N37091,NM,Hertford County,1435338466.44141,220309.479307256
11,,NCNTY02180N02180,NM,Nome Census Area,340500908671.469,6421311.22095963
12,,NCNTY02070N02070,NM,Dillingham Census Area,193487360404.313,3102611.94292062
13,,NCNTY41015N41015,NM,Curry County,7789979220.30469,571754.988937809
14,,NCNTY41007N41007,NM,Clatsop County,4576330059.44531,342753.944607482
15,,NCNTY41035N41035,NM,Klamath County,29437530456.4063,841873.941421144
16,,NCNTY41065N41065,NM,Wasco County,12474851097.2813,686942.458493774
17,,NCNTY04007N04007,NM,Gila County,18031102756.3398,997457.173850741
18,,NCNTY48273N48273,NM,Kleberg County,2996982134.0293,441895.520764223
19,,NCNTY49019N49019,NM,Grand County,15815922399.8477,662094.084562151
20,,NCNTY51133N51133,NM,Northumberland County,881953363.953125,191382.601530325
21,,NCNTY05099N05099,NM,Nevada County,2326350326.07422,242477.00797438
22,,NCNTY22081N22081,NM,Red River Parish,1455533659.00781,205316.224377593
23,,NCNTY28101N28101,NM,Newton County,2111732578.32031,184037.084165759
24,,NCNTY30047N30047,NM,Lake County,9432964917.86719,607049.834684658
25,,NCNTY30069N30069,NM,Petroleum County,9360298951.11719,633004.429561239
26,,NCNTY32011N32011,NM,Eureka County,18466080539.1289,704518.201368573
27,,NCNTY41055N41055,NM,Sherman County,4366742844.05469,437855.140355107
28,,NCNTY47185N47185,NM,White County,1501731073.30469,224492.861907849
29,,NCNTY66010N66010,NM,Guam,594693084.607422,159390.607149438
30,,NCNTY78010N78010,NM,St. Croix Island,239360482.069336,115788.787558343
31,,NCNTY06109N06109,NM,Tuolumne County,9509293253.20703,620189.190901147
32,,NCNTY12037N12037,NM,Franklin County,1959221215.73828,478845.741549281
33,,NCNTY13241N13241,NM,Rabun County,1455525343.8125,219947.029329932
34,,NCNTY04001N04001,NM,Apache County,43844949640.8242,1212915.90882105
35,,NCNTY06057N06057,NM,Nevada County,4216581646.52734,426164.562705629
36,,NCNTY24011N24011,NM,Caroline County,1395262124.45313,223970.636282749
37,,NCNTY37113N37113,NM,Macon County,2017147472.42188,240851.998088294
38,,NCNTY37175N37175,NM,Transylvania County,1479304344.83984,196907.270645458
39,,NCNTY37049N37049,NM,Craven County,2834460721.51953,393416.160725681
40,,NCNTY37137N37137,NM,Pamlico County,1416584826.41016,250144.613082094
41,,NCNTY37131N37131,NM,Northampton County,2206823754.73438,289408.929151491
42,,NCNTY02130N02130,NM,Ketchikan Gateway Borough,41757810162.6328,3065057.09954465
43,,NCNTY02185N02185,NM,North Slope Borough,1865109117165.94,9355292.16876875
44,,NCNTY42127N42127,NM,Wayne County,3484680722.75391,347030.327828563
45,,NCNTY42089N42089,NM,Monroe County,2813390187.26563,261008.070985229
46,,NCNTY02100N02100,NM,Haines Borough,23496928377.3906,1764149.82961672
47,,NCNTY28113N28113,NM,Pike County,1457883043.65234,155120.946338591
48,,NCNTY28055N28055,NM,Issaquena County,1620559579.55078,347461.044868238
49,,NCNTY28021N28021,NM,Claiborne County,1808779364.06641,292885.514576923
50,,NCNTY30053N30053,NM,Lincoln County,21697749634.6172,768505.489279251
51,,NCNTY30085N30085,NM,Roosevelt County,13854358531.7344,709159.857964941
52,,NCNTY30035N30035,NM,Glacier County,18046641068.125,688625.653787896
53,,NCNTY20093N20093,NM,Kearny County,3638508334.64453,249944.011661868
54,,NCNTY47155N47155,NM,Sevier County,2358078445.39844,258013.030824914
55,,NCNTY53055N53055,NM,San Juan County,1135835065.58594,639017.924380414
56,,NCNTY53029N53029,NM,Island County,1233954863.3125,444996.795711989
57,,NCNTY08117N08117,NM,Summit County,2707755858.87109,322147.802453482
58,,NCNTY08091N08091,NM,Ouray County,2274683540.36719,269580.699653817
59,,NCNTY12023N12023,NM,Columbia County,2789250478.70703,315612.473054295
60,,NCNTY12121N12121,NM,Suwannee County,2408037451.35938,255840.448527243
61,,NCNTY13311N13311,NM,White County,929301497.855469,146842.755672554
62,,NCNTY15001N15001,NM,Hawaii County,11831858276.4102,523716.089026912
63,,NCNTY16013N16013,NM,Blaine County,13036441540.1172,923375.572959149
64,,NCNTY37015N37015,NM,Bertie County,2816333353.49609,310970.646544594
65,,NCNTY47003N47003,NM,Bedford County,1860055206.48828,227626.315812424
66,,NCNTY47031N47031,NM,Coffee County,1701384907.375,243110.82967122
67,,NCNTY47141N47141,NM,Putnam County,1601996500.19531,297737.912622771
68,,NCNTY48471N48471,NM,Walker County,2819093700.73828,252681.448841952
69,,NCNTY48475N48475,NM,Ward County,2987967111.16016,334171.22538633
70,,NCNTY48025N48025,NM,Bee County,2958698884.65234,260196.468751336
71,,NCNTY40035N40035,NM,Craig County,3083214993.33203,238587.591687407
72,,NCNTY45047N45047,NM,Greenwood County,1758706895.91016,214105.912149157
73,,NCNTY45071N45071,NM,Newberry County,2462140018.98047,267771.713348933
74,,NCNTY21193N21193,NM,Perry County,1402582993.77344,318258.287546503
75,,NCNTY30027N30027,NM,Fergus County,24453097430.3438,899829.236950387
76,,NCNTY30037N30037,NM,Golden Valley County,6394755483.20703,423114.77134715
77,,NCNTY02240N02240,NM,Southeast Fairbanks Census Area,334524125934.773,3627718.52393363
78,,NCNTY04009N04009,NM,Graham County,17108462209.168,662523.680005281
79,,NCNTY49025N49025,NM,Kane County,16835177538.5469,702359.966576279
80,,NCNTY53041N53041,NM,Lewis County,13351350543.5547,612965.693697542
81,,NCNTY01129N01129,NM,Washington County,3883100969.11719,315377.29776979
82,,NCNTY06023N06023,NM,Humboldt County,16288355819.0156,651799.998406952
83,,NCNTY08107N08107,NM,Routt County,10615610104.0313,529257.488100002
84,,NCNTY22085N22085,NM,Sabine Parish,3619150721.60938,352409.035451293
85,,NCNTY22119N22119,NM,Webster Parish,2255556901.74609,267176.711482373
86,,NCNTY28103N28103,NM,Noxubee County,2591690304.1875,204270.849156477
87,,NCNTY30083N30083,NM,Richland County,12060709856.5859,580702.848856178
88,,NCNTY30057N30057,NM,Madison County,18864847179.2031,660276.569401654
89,,NCNTY32009N32009,NM,Esmeralda County,14905496629.7656,545177.189057247
90,,NCNTY37087N37087,NM,Haywood County,2174562802.69922,246114.75760487
91,,NCNTY45075N45075,NM,Orangeburg County,4206606983.86328,422145.597176537
92,,NCNTY78030N78030,NM,St. Thomas Island,89271385.2568359,155007.479298341
93,,NCNTY12045N12045,NM,Gulf County,1966220141.94922,298046.14567566
94,,NCNTY12029N12029,NM,Dixie County,2471219137.23828,259517.017585313
95,,NCNTY06045N06045,NM,Mendocino County,15282130230.5742,700432.146689612
96,,NCNTY06093N06093,NM,Siskiyou County,29419529182.832,890900.03757935
97,,NCNTY08113N08113,NM,San Miguel County,5384587411.91797,406568.872646323
98,,NCNTY23027N23027,NM,Waldo County,3888813780.125,465499.724676501
99,,NCNTY23017N23017,NM,Oxford County,11082187537,754031.127511193
100,,NCNTY02050N02050,NM,Bethel Census Area,463851614417.703,6302435.83580621
101,,NCNTY41019N41019,NM,Douglas County,24785619403.75,924467.461807183
102,,NCNTY42103N42103,NM,Pike County,2606265114.09766,289567.790143871
103,,NCNTY45021N45021,NM,Cherokee County,1539055620.54297,202363.288296524
104,,NCNTY28109N28109,NM,Pearl River County,2881527980.98828,301308.99266433
105,,NCNTY06033N06033,NM,Lake County,5719305778.45313,462374.315138306
106,,NCNTY08037N08037,NM,Eagle County,7397815001.77734,388042.683925683
107,,NCNTY22059N22059,NM,LaSalle Parish,2376682440.48438,301645.587096743
108,,NCNTY22021N22021,NM,Caldwell Parish,1957342190.5625,234846.851101794
109,,NCNTY30015N30015,NM,Chouteau County,22998248074.5469,788331.839186479
110,,NCNTY30073N30073,NM,Pondera County,9577997338.94531,619334.766595468
111,,NCNTY36077N36077,NM,Otsego County,4863183284.77344,370717.504762084
112,,NCNTY30087N30087,NM,Rosebud County,27191645961.1289,997413.586613934
113,,NCNTY30055N30055,NM,McCone County,15296004213.7539,666646.86825799
114,,NCNTY02195N02195,NM,Petersburg Borough,26838515219.75,1808238.0954297
115,,NCNTY33009N33009,NM,Grafton County,8742067855.71094,498391.285337419
116,,NCNTY35055N35055,NM,Taos County,8871169400.90625,464893.973648762
117,,NCNTY21101N21101,NM,Henderson County,1933830431.26563,259288.638244961
118,,NCNTY21195N21195,NM,Pike County,3248288274.74609,345337.37474632
119,,NCNTY05061N05061,NM,Howard County,2255227035.25781,289290.109540098
120,,NCNTY05013N05013,NM,Calhoun County,2364801419.13672,290777.536354284
121,,NCNTY06021N06021,NM,Glenn County,5790583902.95313,395554.300958458
122,,NCNTY06043N06043,NM,Mariposa County,6044043085.10938,423673.182743592
123,,NCNTY48005N48005,NM,Angelina County,3074368038.76563,383695.987638274
124,,NCNTY48003N48003,NM,Andrews County,5458184916.96094,304849.799625271
125,,NCNTY53009N53009,NM,Clallam County,10238016217.5078,646057.979961743
126,,NCNTY12093N12093,NM,Okeechobee County,2940038634.73633,308482.135173851
127,,NCNTY13031N13031,NM,Bulloch County,2508823826.83398,262634.632755455
128,,NCNTY48463N48463,NM,Uvalde County,5334320819.66406,292694.289773482
129,,NCNTY04012N04012,NM,La Paz County,16935812432.8867,704154.52468169
130,,NCNTY45043N45043,NM,Georgetown County,3245825349.43555,299098.210538623
131,,NCNTY30081N30081,NM,Ravalli County,12918936641.4766,715041.746788024
132,,NCNTY22041N22041,NM,Franklin Parish,2300407284.94922,344459.955315603
133,,NCNTY30099N30099,NM,Teton County,13160694926.4141,616534.501452448
134,,NCNTY30059N30059,NM,Meagher County,13132410257.25,644435.031083608
135,,NCNTY06009N06009,NM,Calaveras County,4356322077.78125,362908.381718289
136,,NCNTY28149N28149,NM,Warren County,2252196286.01172,498301.39084272
137,,NCNTY02110N02110,NM,Juneau City and Borough,26515198250.1406,1483508.69563058
138,,NCNTY51057N51057,NM,Essex County,1106783409.78125,232907.871956585
139,,NCNTY06103N06103,NM,Tehama County,13143556186.6523,616099.07094412
140,,NCNTY12107N12107,NM,Putnam County,2843242203.07617,266661.867956928
141,,NCNTY78020N78020,NM,St. John Island,56867163.7041016,97866.4447444181
142,,NCNTY06051N06051,NM,Mono County,13061155873.7617,690358.497137583
143,,NCNTY22101N22101,NM,St. Mary Parish,2374086797.64844,281209.756997675
144,,NCNTY02013N02013,NM,Aleutians East Borough,57162819871,7160927.37147159
145,,NCNTY06015N06015,NM,Del Norte County,4726489852.35938,371139.010584892
146,,NCNTY02188N02188,NM,Northwest Arctic Borough,616764045189.063,6745530.13565003
147,,NCNTY25011N25011,NM,Franklin County,3462927048.09375,332605.792326538
148,,NCNTY48001N48001,NM,Anderson County,3878026923.07422,426744.795019918
149,,NCNTY23007N23007,NM,Franklin County,9021168476.22266,620813.348084919
150,,NCNTY40013N40013,NM,Bryan County,3561341139.50391,370767.279664963
151,,NCNTY05069N05069,NM,Jefferson County,3483137088.08203,343331.468684871
152,,NCNTY21071N21071,NM,Floyd County,1633812475.91406,249006.62572729
153,,NCNTY37139N37139,NM,Pasquotank County,924527606.304688,182128.33354636
154,,NCNTY22097N22097,NM,St. Landry Parish,3293434016.42188,334326.611804399
155,,NCNTY23021N23021,NM,Piscataquis County,23354316636.8555,819455.006335728
156,,NCNTY41061N41061,NM,Union County,10677317158.1563,663171.013510137
157,,NCNTY05005N05005,NM,Baxter County,2343903027.44531,265956.332552231
158,,NCNTY12087N12087,NM,Monroe County,4350071567.19531,1140841.27106197
159,,NCNTY45089N45089,NM,Williamsburg County,3508855502.61328,299990.282678079
160,,NCNTY30093N30093,NM,Silver Bow County,3842500626.94531,363870.342279594
161,,NCNTY06027N06027,NM,Inyo County,41095355037.7422,1053905.40076511
162,,NCNTY30003N30003,NM,Big Horn County,26372161166.832,939547.720102828
163,,NCNTY12027N12027,NM,DeSoto County,2099959693.41406,187074.784909657
164,,NCNTY12079N12079,NM,Madison County,2502862459,253029.775803641
165,,NCNTY13285N13285,NM,Troup County,1647995677.48828,173711.805418144
166,,NCNTY33013N33013,NM,Merrimack County,4670932177.98047,336232.978856172
167,,NCNTY09160N09160,NM,Northwest Hills Planning Region,3774617711.48828,303148.411043301
168,,NCNTY54097N54097,NM,Upshur County,1519065485.85547,189835.409409939
169,,NCNTY04017N04017,NM,Navajo County,38922485485.9766,1146480.20631492
170,,NCNTY05113N05113,NM,Polk County,3292604290.69141,265166.293871688
171,,NCNTY40019N40019,NM,Carter County,3168673860.52734,258791.772459243
172,,NCNTY48123N48123,NM,DeWitt County,3098303445.02344,243264.205315034
173,,NCNTY72001N72001,NM,Adjuntas Municipio,193573618.900391,70742.2400993031
174,,NCNTY06063N06063,NM,Plumas County,11549474571.5977,654892.965694831
175,,NCNTY41041N41041,NM,Lincoln County,5081963505.41406,361120.084274883
176,,NCNTY41057N41057,NM,Tillamook County,5920403695.85938,451029.916144105
177,,NCNTY41027N41027,NM,Hood River County,2814602891.89844,241373.409631593
178,,NCNTY12067N12067,NM,Lafayette County,1897744627.86328,223172.186250981
179,,NCNTY21199N21199,NM,Pulaski County,2761604019.52344,232134.491116792
180,,NCNTY48321N48321,NM,Matagorda County,4682055354.40625,347674.354281836
181,,NCNTY48337N48337,NM,Montague County,3518900467.32031,264507.866675872
182,,NCNTY30041N30041,NM,Hill County,17277914415.2266,616627.533414872
183,,NCNTY32007N32007,NM,Elko County,78651340726.3984,1200449.14971421
184,,NCNTY33005N33005,NM,Cheshire County,3522351265.18359,287228.008047033
185,,NCNTY35003N35003,NM,Catron County,26133540749.1484,666178.124160289
186,,NCNTY15007N15007,NM,Kauai County,1906891003.80469,273820.840497111
187,,NCNTY35025N35025,NM,Lea County,16152744123.043,583874.377757683
188,,NCNTY28081N28081,NM,Lee County,1723894910.32422,180199.868605006
189,,NCNTY28077N28077,NM,Lawrence County,1558324610.12109,174796.466398543
190,,NCNTY32001N32001,NM,Churchill County,21935004571.5273,721517.24023433
191,,NCNTY35005N35005,NM,Chaves County,22619944180.4961,852580.447837804
192,,NCNTY21091N21091,NM,Hancock County,827215958.417969,174819.485189226
193,,NCNTY06005N06005,NM,Amador County,2562668984.55078,354771.826778702
194,,NCNTY12049N12049,NM,Hardee County,2108796784.7832,186884.130851367
195,,NCNTY05123N05123,NM,St. Francis County,2486345314.12109,244896.461825483
196,,NCNTY41059N41059,NM,Umatilla County,17090642092.4375,686220.821643809
197,,NCNTY33019N33019,NM,Sullivan County,2707214658.8125,275698.186366163
198,,NCNTY35009N35009,NM,Curry County,5395149063.53516,331332.371948262
199,,NCNTY02230N02230,NM,Skagway Municipality,4470358751.34375,351867.721680025
200,,NCNTY22027N22027,NM,Claiborne Parish,2821565891.57422,234430.512146548
201,,NCNTY25019N25019,NM,Nantucket County,258947036.28125,114052.200970039
202,,NCNTY28039N28039,NM,George County,1705838597.48438,172200.011632405
203,,NCNTY29213N29213,NM,Taney County,2627226538.59766,207724.057652313
204,,NCNTY37011N37011,NM,Avery County,983684124.238281,161660.5304942
205,,NCNTY30067N30067,NM,Park County,14824282970.9453,661763.301044131
206,,NCNTY40139N40139,NM,Texas County,8281060286.98438,379520.004959723
207,,NCNTY02105N02105,NM,Hoonah-Angoon Census Area,63933516156.75,5600707.45695773
208,,NCNTY02150N02150,NM,Kodiak Island Borough,64023455009.7109,6839276.9000721
209,,NCNTY25007N25007,NM,Dukes County,545247749.820313,233286.950917179
210,,NCNTY05089N05089,NM,Marion County,2555259979.50391,264174.190525242
211,,NCNTY48431N48431,NM,Sterling County,3322535231.67969,237675.85921705
212,,NCNTY36041N36041,NM,Hamilton County,8950242779.56641,452734.413465569
213,,NCNTY37195N37195,NM,Wilson County,1468789016.82422,160704.677891125
214,,NCNTY37189N37189,NM,Watauga County,1249502962.27734,165377.143285015
215,,NCNTY28075N28075,NM,Lauderdale County,2605481540,205224.636631838
216,,NCNTY28011N28011,NM,Bolivar County,3413912578.19922,384135.499948112
217,,NCNTY13275N13275,NM,Thomas County,1947542770.94141,193742.724759683
218,,NCNTY28095N28095,NM,Monroe County,2909255863.65625,242077.627152097
219,,NCNTY48399N48399,NM,Runnels County,3804183659.60156,246813.176374676
220,,NCNTY28005N28005,NM,Amite County,2596142586.63672,214773.511552007
221,,NCNTY28147N28147,NM,Walthall County,1434652694.66016,187180.854179241
222,,NCNTY22009N22009,NM,Avoyelles Parish,3066188034.96875,307644.45219955
223,,NCNTY30079N30079,NM,Prairie County,9649430012.89063,567554.131055162
224,,NCNTY37041N37041,NM,Chowan County,703974345.023438,162041.443255621
225,,NCNTY02016N02016,NM,Aleutians West Census Area,32077559983.0391,7407798.081421
226,,NCNTY28079N28079,NM,Leake County,2149417316.54297,185484.090453349
227,,NCNTY28105N28105,NM,Oktibbeha County,1721991409.03125,168932.32175874
228,,NCNTY28067N28067,NM,Jones County,2507211447.50391,200407.828284548
229,,NCNTY28115N28115,NM,Pontotoc County,1902693537.6875,175733.151505448
230,,NCNTY28043N28043,NM,Grenada County,1688822094.28516,199029.154941429
231,,NCNTY48221N48221,NM,Hood County,1593001546.52344,166526.721352216
232,,NCNTY48341N48341,NM,Moore County,3592332795.86328,239703.092524372
233,,NCNTY45011N45011,NM,Barnwell County,2069651763.86719,208138.72126441
234,,NCNTY30017N30017,NM,Custer County,20542102605.4219,698929.868088517
235,,NCNTY30011N30011,NM,Carter County,17659731372.6641,583934.377966913
236,,NCNTY30109N30109,NM,Wibaux County,4948233975.23438,402400.323416901
237,,NCNTY05079N05079,NM,Lincoln County,2150160542.16406,242979.398351595
238,,NCNTY48095N48095,NM,Concho County,3536988197.82813,260707.211333006
239,,NCNTY22045N22045,NM,Iberia Parish,2147283384.31836,373735.172242732
240,,NCNTY23011N23011,NM,Kennebec County,4829112453.05469,390495.45805802
241,,NCNTY37181N37181,NM,Vance County,1075304982.53906,147028.129867154
242,,NCNTY12051N12051,NM,Hendry County,3865372939.29492,325180.828463125
243,,NCNTY08025N08025,NM,Crowley County,3369652011.76172,243398.29945752
244,,NCNTY01017N01017,NM,Chambers County,2223025014.91797,207707.271796175
245,,NCNTY37105N37105,NM,Lee County,1014480484.45703,154228.375205439
246,,NCNTY30065N30065,NM,Musselshell County,10227711560.1602,498520.923902112
247,,NCNTY37061N37061,NM,Duplin County,3168671449.54688,247082.453055512
248,,NCNTY48159N48159,NM,Franklin County,1092768759.02734,171456.702452051
249,,NCNTY53039N53039,NM,Klickitat County,10173625731.0234,505705.052744734
250,,NCNTY28023N28023,NM,Clarke County,2506813330.62109,199674.919208166
251,,NCNTY32005N32005,NM,Douglas County,3163662863.45703,303469.154935647
252,,NCNTY22003N22003,NM,Allen Parish,2690176132.77734,248304.284167175
253,,NCNTY36019N36019,NM,Clinton County,5737574761.81641,330108.54220523
254,,NCNTY37077N37077,NM,Granville County,2147829859.89063,215780.427501993
255,,NCNTY28107N28107,NM,Panola County,2686295429.30078,211085.907855548
256,,NCNTY05071N05071,NM,Johnson County,2683692385.71094,256429.693658346
257,,NCNTY30021N30021,NM,Dawson County,13397668225.875,555027.2493986
258,,NCNTY72083N72083,NM,Las Marías Municipio,134281386.722656,70534.1495384707
259,,NCNTY22061N22061,NM,Lincoln Parish,1728651874.83594,185855.391012719
260,,NCNTY72081N72081,NM,Lares Municipio,177995469.104492,69425.6290288297
261,,NCNTY08045N08045,NM,Garfield County,12910458669.0898,662281.013268629
262,,NCNTY09150N09150,NM,Northeastern Connecticut Planning Region,2628512538.08203,243707.287127002
263,,NCNTY30103N30103,NM,Treasure County,5323626653,390395.410366467
264,,NCNTY30101N30101,NM,Toole County,11537892021.2031,481303.460483713
265,,NCNTY21213N21213,NM,Simpson County,955436515.980469,135760.291344634
266,,NCNTY32021N32021,NM,Mineral County,16160902745.125,618138.00092204
267,,NCNTY28091N28091,NM,Marion County,1949342459.82422,200996.858166314
268,,NCNTY06035N06035,NM,Lassen County,21277877068.5703,776621.535500014
269,,NCNTY48385N48385,NM,Real County,2417814571.86719,221793.808314993
270,,NCNTY35031N35031,NM,McKinley County,21408470102.2734,683926.306650722
271,,NCNTY08097N08097,NM,Pitkin County,4204344712.43359,356612.672568377
272,,NCNTY48255N48255,NM,Karnes County,2556371934.94141,231564.570755727
273,,NCNTY28071N28071,NM,Lafayette County,2588334595.00391,228405.731042268
274,,NCNTY50023N50023,NM,Washington County,3513158083.55078,296939.389572511
275,,NCNTY41011N41011,NM,Coos County,7927122217.79688,450100.604090596
276,,NCNTY50025N50025,NM,Windham County,3868792932.49219,305539.871068771
277,,NCNTY12043N12043,NM,Glades County,3231389647.5957,266203.227337009
278,,NCNTY02063N02063,NM,Chugach Census Area,108006386181.82,9256106.11370945
279,,NCNTY21035N21035,NM,Calloway County,1655263482.75391,162032.479042973
280,,NCNTY05043N05043,NM,Drew County,3128031708.625,233439.092793029
281,,NCNTY08079N08079,NM,Mineral County,3635254302.89063,262424.320296031
282,,NCNTY22069N22069,NM,Natchitoches Parish,4666080301.90234,431630.563097819
283,,NCNTY04011N04011,NM,Greenlee County,6859669812.90625,438576.765695205
284,,NCNTY04023N04023,NM,Santa Cruz County,4424498170.34375,297910.142319018
285,,NCNTY72923N72923,NM,Puerto Rico Nonmetro Area,1044266120.0625,497263.932987724
286,,NCNTY69999N69999,NM,Northern Mariana Islands,510024148.855469,364196.049344459
287,,NCNTY60999N60999,NM,American Samoa,216264798.345703,206034.777823235
288,98601,METRO31020M31020,SA,"Longview-Kelso, WA MSA",15404681.203125,33613.2277065482
289,37064,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",728512196.445313,234697.471070021
290,60091,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",25067557.0703125,29590.2361921993
291,07311,METRO35620MM3640,SA,"Jersey City, NJ HUD Metro FMR Area",553536.87109375,4062.57836331431
292,38611,METRO32820N28093,SA,"Marshall County, MS HUD Metro FMR Area",602705733.90625,160602.670143916
293,70040,METRO35380M35380,SA,"New Orleans-Metairie, LA HUD Metro FMR Area",412012592.808594,173340.063647798
294,10037,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",1051955.06640625,5320.2813567751
295,90211,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",2627831.02734375,8643.30909279045
296,90265,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",286289642.417969,145793.073439382
297,90265,METRO37100M37100,SA,"Oxnard-Thousand Oaks-Ventura, CA MSA",132266046.644531,65216.7923094839
298,03101,METRO31700MM4760,SA,"Manchester, NH HUD Metro FMR Area",4281354.51171875,12558.4202533122
299,11414,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",10655605.828125,17846.5143822071
300,29424,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",145925.439453125,2332.58023134648
301,10505,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",3584466.5078125,9740.01972851299
302,48374,METRO19820M19820,SA,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",43715818.7773438,28530.3058960412
303,07086,METRO35620MM3640,SA,"Jersey City, NJ HUD Metro FMR Area",6588757.40625,12276.3802640694
304,33967,METRO15980M15980,SA,"Cape Coral-Fort Myers, FL MSA",26005054.5976563,22487.4472940956
305,23832,METRO40060M40060,SA,"Richmond, VA HUD Metro FMR Area",172494887.179688,125666.571392221
306,11548,METRO35620MM5380,SA,"Nassau-Suffolk, NY HUD Metro FMR Area",4407421.70703125,18173.9178920625
307,76905,METRO41660M41660,SA,"San Angelo, TX MSA",656063829.238281,201725.083891183
308,95041,METRO42100M42100,SA,"Santa Cruz-Watsonville, CA MSA",815951.65625,4912.37401829254
309,10036,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",1994036.8046875,9526.092372912
310,07927,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",9817401.68359375,15518.7102681984
311,19095,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",9159753.98046875,13657.2784940236
312,11355,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",7786723.33203125,14116.8268670386
313,21005,METRO12580M12580,SA,"Baltimore-Columbia-Towson, MD MSA",153591011.144531,135225.22730805
314,02717,METRO39300MM5400,SA,"New Bedford, MA HUD Metro FMR Area",85973891.1367188,48353.520091852
315,30346,METRO12060M12060,SA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",3780735.109375,8034.87123932256
316,10007,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",714651.82421875,5677.1041540855
317,00911,METRO41980MM7440,SA,"San Juan-Guaynabo, PR HUD Metro FMR Area",1332557.32226563,5346.78478703045
318,02876,METRO39300M39300,SA,"Providence-Fall River, RI-MA HUD Metro FMR Area",1066192.79296875,10974.5307477353
319,08544,METRO45940M45940,SA,"Trenton-Princeton, NJ MSA",762566.2109375,3938.28775074126
320,89123,METRO29820M29820,SA,"Las Vegas-Henderson-North Las Vegas, NV MSA",41121872.8984375,32620.8260826138
321,07457,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",9394797.484375,13953.966607686
322,33444,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",16568038.6171875,21114.265421034
323,32266,METRO27260M27260,SA,"Jacksonville, FL HUD Metro FMR Area",8986985.90039063,13402.5496109498
324,20105,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",154545242.769531,90508.3260109344
325,93923,METRO41500M41500,SA,"Salinas, CA MSA",813906086.964844,227741.124980358
326,95032,METRO41940M41940,SA,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",76867707.5703125,82670.6270615106
327,29177,METRO17900M17900,SA,"Columbia, SC HUD Metro FMR Area",515888.46875,3164.0560169082
328,92322,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",12529405.8476563,20415.0160524369
329,17016,METRO30140M30140,SA,"Lebanon, PA MSA",1037087.16796875,6716.87322350132
330,60558,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",13279273.7578125,18435.9899643932
331,10974,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",35186999.4726563,36470.1420278287
332,11421,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",5782485.70703125,10145.3776265095
333,97342,METRO41420M41420,SA,"Salem, OR MSA",446576990.664063,189210.033930967
334,29409,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",535905.677734375,3585.09877239689
335,02141,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",2982511.30859375,9528.49439842058
336,04489,METRO12620MM0730,SA,"Bangor, ME HUD Metro FMR Area",1301960.8125,5338.3434476515
337,60029,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",2125858.328125,7175.25073534948
338,10279,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",18824.953125,594.252131018269
339,07702,METRO35620MM5190,SA,"Monmouth-Ocean, NJ HUD Metro FMR Area",9763100.57421875,12956.369625743
